symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
ALLE,Allegion plc Ordinary Shares,12373887902.0,1109406,5,False,2025-04-24,Before market open,139.61,True,3.87,"[7.5, 5.0, 2.5, 1.5]","[0.245, 0.19, 0.235, 0.33]",0.8,10.4,-6.53,+/+,126.46,139.61,139.51,142.0,134.19,138.13,136.49,138.49,136.15,137.26,138.69,136.62,138.2,138.75,136.66,139.2,139.54,136.19,138.69,140.27,138.59,3.87,"[7.5, 5.0, 2.5, 1.5]",7.5,5.0,2.5,1.5,False,False,False,False,False,False,False,False,139.61,True,True
ALGM,Allegro MicroSystems Inc. Common Stock,4571824545.0,4476874,4,False,2025-01-30,Before market open,22.15,True,6.64,"[10.0, 5.0, 2.5, 8.0]","[0.215, 0.185, 0.225, 0.375]",0.85,-3.06,9.7,+/-,22.85,22.15,24.0,24.37,21.5,24.41,24.09,25.17,23.81,22.96,23.05,22.16,23.94,23.97,22.89,24.61,25.14,23.4,25.01,25.55,24.34,6.64,"[10.0, 5.0, 2.5, 8.0]",10.0,5.0,2.5,8.0,True,False,True,False,True,False,True,False,22.15,False,False
LNT,Alliant Energy Corporation Common Stock,15289277316.0,4755721,4,False,2025-02-20,After market close,61.49,True,7.03,"[5.25, 5.0, 0.5, 15.5]","[0.3, 0.2, 0.22, 0.28]",0.8,-0.24,7.27,+/-,61.64,61.88,61.62,61.9,61.12,61.49,62.81,63.3,61.32,63.85,63.97,62.6,63.75,64.15,63.4,63.98,64.05,63.3,63.85,64.35,63.31,7.03,"[5.25, 5.0, 0.5, 15.5]",5.25,5.0,0.5,15.5,True,False,True,False,True,False,True,False,61.49,False,False
ALSN,Allison Transmission Holdings Inc. Common Stock,8702676846.0,716736,4,False,2025-02-11,After market close,97.7,True,1.52,"[8.5, -5.0, 1.0, 0.15]","[0.26, 0.19, 0.21, 0.34]",0.55,-14.4,15.92,+/-,114.14,113.38,114.19,115.4,113.21,97.7,99.96,104.48,94.26,101.6,102.09,98.24,104.55,105.44,101.19,103.74,105.57,102.4,103.78,104.8,103.0,1.52,"[8.5, -5.0, 1.0, 0.15]",8.5,-5.0,1.0,0.15,True,False,False,False,True,False,True,False,97.7,False,False
ALL,Allstate Corporation (The) Common Stock,53622896587.0,1331559,4,False,2025-02-05,After market close,195.0,True,2.52,"[5.0, 3.5, -2.0, 2.25]","[0.33, 0.2, 0.21, 0.26]",0.65,2.16,0.36,+/+,190.87,193.33,193.01,193.33,190.92,195.0,191.88,199.04,189.91,190.24,192.76,188.03,186.58,190.15,185.53,189.43,190.86,184.74,189.33,189.46,186.03,2.52,"[5.0, 3.5, -2.0, 2.25]",5.0,3.5,-2.0,2.25,False,False,False,False,False,True,False,False,195.0,True,True
ALLY,Ally Financial Inc. Common Stock,11181159044.0,4355210,4,False,2025-01-22,Before market open,41.38,True,-2.37,"[-5.0, 4.5, -1.5, -5.0]","[0.29, 0.2, 0.21, 0.3]",0.5,8.38,-10.75,-/+,38.18,41.38,39.65,41.49,39.13,38.82,40.09,40.33,38.44,39.01,40.03,38.83,39.23,39.53,38.75,39.06,40.0,38.6,38.91,39.59,38.66,-2.37,"[-5.0, 4.5, -1.5, -5.0]",-5.0,4.5,-1.5,-5.0,False,True,False,False,False,True,False,True,41.38,False,True
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,35229639905.0,1252040,4,False,2025-02-13,Before market open,258.6,True,8.25,"[15.0, 7.5, 0.0, 10.0]","[0.215, 0.19, 0.235, 0.36]",0.78,-2.77,11.02,+/-,265.96,258.6,264.89,268.52,256.65,264.02,256.45,264.87,251.87,250.0,260.0,249.16,250.51,254.01,246.61,251.0,252.99,247.0,250.59,253.7,246.85,8.25,"[15.0, 7.5, 0.0, 10.0]",15.0,7.5,0.0,10.0,True,False,True,False,False,False,True,False,258.6,False,False
AMR,Alpha Metallurgical Resources Inc. Common Stock,1553399923.0,456728,4,False,2025-02-28,Before market open,151.57,True,0.73,"[10.0, 5.0, 1.0, -10.0]","[0.25, 0.2, 0.225, 0.3]",0.65,2.03,-1.3,+/+,148.56,151.57,137.52,156.06,131.57,140.89,131.58,146.62,130.87,132.32,135.47,125.81,132.96,135.07,126.32,133.96,134.61,129.03,132.79,135.52,131.79,0.73,"[10.0, 5.0, 1.0, -10.0]",10.0,5.0,1.0,-10.0,False,False,False,False,False,False,False,True,151.57,True,True
GOOGL,Alphabet Inc. Class A Common Stock,1922912100000.0,44138818,4,False,2025-02-04,After market close,191.07,True,3.64,"[5.0, 5.0, -1.5, 5.0]","[0.22, 0.2, 0.21, 0.37]",0.75,-5.05,8.69,+/-,201.23,203.39,206.38,207.05,202.81,191.07,191.33,192.75,188.03,191.6,192.1,188.72,185.34,191.18,183.24,186.47,188.2,185.86,185.32,186.94,184.28,3.64,"[5.0, 5.0, -1.5, 5.0]",5.0,5.0,-1.5,5.0,True,False,True,False,False,False,True,False,191.07,False,False
GOOG,Alphabet Inc. Class C Capital Stock,1936503300000.0,31884901,4,False,2025-02-04,After market close,193.1,True,4.22,"[8.5, 5.0, -1.5, 5.0]","[0.215, 0.19, 0.235, 0.36]",0.75,-4.71,8.93,+/-,202.64,204.5,207.71,208.7,204.26,193.1,193.3,194.55,189.91,193.31,193.83,190.49,187.14,193.01,185.1,188.2,189.99,187.61,187.07,188.8,186.08,4.22,"[8.5, 5.0, -1.5, 5.0]",8.5,5.0,-1.5,5.0,True,False,True,False,False,False,True,False,193.1,False,False
MO,Altria Group Inc.,95929531035.0,16278627,5,False,2025-04-29,Before market open,57.0,True,3.98,"[5.0, 4.8, 0.1, 5.0]","[0.335, 0.2, 0.2, 0.265]",0.85,-2.05,6.03,+/-,58.19,57.0,58.77,59.44,56.81,59.12,59.15,59.66,58.58,59.31,59.56,58.61,59.61,59.72,59.05,59.87,60.05,59.12,60.48,60.62,59.85,3.98,"[5.0, 4.8, 0.1, 5.0]",5.0,4.8,0.1,5.0,True,False,True,False,True,False,True,False,57.0,False,False
AMZN,Amazon.com Inc. Common Stock,2214995766196.0,75205042,4,False,2025-02-06,After market close,232.5,True,7.05,"[9.5, 5.0, 1.0, 10.0]","[0.22, 0.19, 0.21, 0.38]",0.85,-1.55,8.6,+/-,236.17,238.01,238.83,239.66,236.01,232.5,229.15,234.81,228.06,233.14,233.92,229.2,232.76,233.44,230.13,228.93,231.18,228.16,230.37,230.42,227.52,7.05,"[9.5, 5.0, 1.0, 10.0]",9.5,5.0,1.0,10.0,True,False,True,False,True,False,True,False,232.5,False,False
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),39141398063.0,15759053,4,False,2025-02-26,Before market open,1.97,True,1.95,"[2.5, 5.0, 0.5, 0.5]","[0.32, 0.18, 0.18, 0.32]",0.68,4.23,-2.28,+/+,1.89,1.97,1.99,2.0,1.95,2.03,2.11,2.13,2.02,2.07,2.09,2.03,2.08,2.11,2.06,2.09,2.1,2.06,2.19,2.2,2.11,1.95,"[2.5, 5.0, 0.5, 0.5]",2.5,5.0,0.5,0.5,False,False,False,False,False,False,False,False,1.97,True,True
AMCR,Amcor plc Ordinary Shares,13499505600.0,36939055,4,False,2025-02-04,Before market open,9.91,True,2.3,"[5.0, 5.0, 0.2, 0.15]","[0.26, 0.18, 0.23, 0.33]",0.75,3.66,-1.36,+/+,9.56,9.91,10.05,10.06,9.79,10.12,10.22,10.37,10.11,10.03,10.22,10.0,10.02,10.05,9.89,10.04,10.09,9.96,10.03,10.04,9.94,2.3,"[5.0, 5.0, 0.2, 0.15]",5.0,5.0,0.2,0.15,False,False,False,False,False,False,False,False,9.91,True,True
DOX,Amdocs Limited Ordinary Shares,10419799057.0,371570,4,False,2025-02-04,After market close,91.77,True,4.9,"[10.0, 2.5, 0.5, 5.0]","[0.26, 0.18, 0.21, 0.35]",0.85,5.01,-0.11,+/+,87.39,87.09,86.86,88.23,85.5,91.77,88.14,91.77,85.18,85.96,88.29,85.57,85.97,86.48,85.52,85.8,86.6,85.36,86.32,86.91,85.18,4.9,"[10.0, 2.5, 0.5, 5.0]",10.0,2.5,0.5,5.0,False,False,False,False,False,False,False,False,91.77,True,True
AS,Amer Sports Inc. Ordinary Shares,16637513743.0,7345758,4,False,2025-02-25,Before market open,26.4,True,5.25,"[10.0, 5.0, 1.5, 5.0]","[0.215, 0.19, 0.235, 0.36]",0.76,-7.69,12.94,+/-,28.6,26.4,28.83,29.83,26.07,29.5,30.31,31.44,29.15,28.56,30.48,28.54,29.89,29.93,28.32,29.79,31.09,29.54,28.94,29.55,28.16,5.25,"[10.0, 5.0, 1.5, 5.0]",10.0,5.0,1.5,5.0,True,False,True,False,True,False,True,False,26.4,False,False
AEE,Ameren Corporation Common Stock,25790014260.0,1314430,4,False,2025-02-13,After market close,98.84,True,6.15,"[7.5, 4.5, 1.0, 10.0]","[0.38, 0.2, 0.2, 0.22]",0.8,1.62,4.53,+/+,97.26,97.52,98.27,98.69,97.39,98.84,98.07,100.62,97.4,98.34,98.51,97.52,97.9,98.66,97.25,97.21,97.82,96.59,98.54,98.73,96.68,6.15,"[7.5, 4.5, 1.0, 10.0]",7.5,4.5,1.0,10.0,False,False,False,False,False,False,False,False,98.84,True,True
AAL,American Airlines Group Inc. Common Stock,7696509019.0,82034255,4,False,2025-01-23,Before market open,17.3,True,7.87,"[8.5, 4.0, 0.5, 15.0]","[0.29, 0.2, 0.21, 0.3]",0.75,-7.29,15.16,+/-,18.66,17.3,17.03,17.54,16.73,16.85,16.96,17.34,16.55,17.2,17.54,16.7,17.15,17.47,16.95,17.33,17.34,16.94,16.9,17.23,16.8,7.87,"[8.5, 4.0, 0.5, 15.0]",8.5,4.0,0.5,15.0,True,False,True,False,True,False,True,False,17.3,False,False
AEP,American Electric Power Company Inc. Common Stock,53948355676.0,4449894,4,False,2025-02-13,Before market open,101.37,True,3.73,"[2.5, 3.5, -1.5, 10.0]","[0.38, 0.19, 0.19, 0.24]",0.65,-0.96,4.69,+/-,102.35,101.37,100.99,102.57,100.32,101.21,101.83,102.92,100.84,102.2,103.24,101.0,103.09,103.16,101.72,104.35,104.65,102.2,105.33,105.73,104.06,3.73,"[2.5, 3.5, -1.5, 10.0]",2.5,3.5,-1.5,10.0,True,False,True,False,False,False,True,False,101.37,False,False
AXP,American Express Company Common Stock,209420025020.0,4089025,5,False,2025-04-17,Before market open,252.95,True,1.19,"[8.5, -5.0, -2.0, 1.0]","[0.275, 0.2, 0.225, 0.3]",0.4,0.01,1.18,+/+,252.92,252.95,251.31,255.62,247.1,248.85,242.51,250.26,239.27,252.42,253.24,246.37,260.14,270.17,259.26,267.32,268.0,258.0,264.81,268.86,264.0,1.19,"[8.5, -5.0, -2.0, 1.0]",8.5,-5.0,-2.0,1.0,False,False,False,True,False,True,False,False,252.95,True,True
AFG,American Financial Group Inc. Common Stock,10311965238.0,460578,4,False,2025-02-04,After market close,132.0,True,3.84,"[5.2, 4.0, 0.5, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.75,-3.44,7.28,+/-,136.7,136.63,136.02,138.11,135.74,132.0,127.54,133.0,126.75,128.65,129.05,125.42,126.57,127.93,125.19,126.54,127.11,125.65,127.13,127.78,125.49,3.84,"[5.2, 4.0, 0.5, 5.0]",5.2,4.0,0.5,5.0,True,False,True,False,True,False,True,False,132.0,False,False
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,14180856264.0,2286994,5,False,2025-05-01,After market close,38.73,True,3.8,"[5.0, 5.0, -1.0, 5.0]","[0.26, 0.18, 0.2, 0.36]",0.6,3.58,0.22,+/+,37.39,37.43,37.89,38.12,37.05,38.73,39.31,39.49,38.08,38.87,39.49,38.57,38.73,38.93,38.4,38.79,39.07,38.59,38.36,39.04,38.32,3.8,"[5.0, 5.0, -1.0, 5.0]",5.0,5.0,-1.0,5.0,False,False,False,False,False,True,False,False,38.73,True,True
AIG,American International Group Inc. New Common Stock,48106286802.0,5265202,4,False,2025-02-11,After market close,75.24,True,4.48,"[8.0, 5.0, -1.5, 5.0]","[0.26, 0.18, 0.2, 0.36]",0.6,0.2,4.28,+/+,75.09,75.21,75.93,76.61,75.05,75.24,76.86,76.97,73.62,76.4,77.25,75.03,74.34,76.31,73.95,75.46,75.63,73.84,75.28,75.81,73.81,4.48,"[8.0, 5.0, -1.5, 5.0]",8.0,5.0,-1.5,5.0,False,False,False,False,False,True,False,False,75.24,True,True
AMT,American Tower Corporation (REIT) Common Stock,97335303900.0,4450863,5,False,2025-04-29,Before market open,211.64,True,2.18,"[5.0, 3.5, 1.0, 0.05]","[0.26, 0.18, 0.23, 0.33]",0.65,0.16,2.02,+/+,211.3,211.64,221.33,221.77,210.36,221.36,225.41,226.09,220.59,224.03,225.84,223.07,223.6,225.98,221.19,223.87,226.02,222.45,223.81,225.62,222.36,2.18,"[5.0, 3.5, 1.0, 0.05]",5.0,3.5,1.0,0.05,False,False,False,False,False,False,False,False,211.64,True,True
AWK,American Water Works Company Inc. Common Stock,27036410304.0,2412499,5,False,2025-04-30,After market close,145.0,True,3.45,"[5.0, 3.25, -1.0, 5.0]","[0.3, 0.2, 0.2, 0.3]",0.6,-0.59,4.04,+/-,145.86,146.99,147.01,147.47,144.26,145.0,146.43,147.56,144.4,147.11,147.68,145.39,148.15,148.56,145.87,149.2,150.51,148.15,148.08,150.29,148.05,3.45,"[5.0, 3.25, -1.0, 5.0]",5.0,3.25,-1.0,5.0,True,False,True,False,False,False,True,False,145.0,False,False
AMP,Ameriprise Financial Inc. Common Stock,49108236920.0,595294,4,False,2025-01-29,After market close,581.41,True,1.96,"[5.0, 1.5, 1.0, 0.12]","[0.29, 0.18, 0.2, 0.33]",0.75,1.67,0.29,+/+,571.84,569.44,575.13,577.89,566.16,581.41,547.84,582.05,532.83,543.36,547.14,537.72,537.12,538.49,523.95,535.4,538.5,531.0,538.29,539.07,532.01,1.96,"[5.0, 1.5, 1.0, 0.12]",5.0,1.5,1.0,0.12,False,False,False,False,False,False,False,False,581.41,True,True
AMGN,Amgen Inc. Common Stock,147740132982.0,4216761,4,False,2025-02-04,After market close,290.69,True,3.85,"[8.5, 3.5, -1.0, 3.5]","[0.24, 0.19, 0.19, 0.38]",0.7,0.63,3.22,+/+,288.87,285.58,289.02,290.48,284.52,290.69,307.81,308.22,289.52,297.78,309.49,297.12,293.54,299.61,292.58,294.79,296.88,290.67,296.66,297.95,288.36,3.85,"[8.5, 3.5, -1.0, 3.5]",8.5,3.5,-1.0,3.5,False,False,False,False,False,True,False,False,290.69,True,True
APH,Amphenol Corporation Common Stock,102162738381.0,9860252,5,False,2025-04-23,Before market open,76.02,True,5.38,"[8.5, 5.0, -2.0, 8.5]","[0.205, 0.185, 0.235, 0.375]",0.65,15.62,-10.24,+/+,65.75,76.02,71.15,76.43,70.92,72.48,76.03,76.56,70.83,75.85,76.64,74.14,75.88,76.6,74.96,76.68,76.89,75.66,76.95,77.17,74.31,5.38,"[8.5, 5.0, -2.0, 8.5]",8.5,5.0,-2.0,8.5,False,False,False,False,False,True,False,False,76.02,True,True
ADI,Analog Devices Inc. Common Stock,110677152181.0,6358273,4,False,2025-02-19,Before market open,230.02,True,3.71,"[5.0, 5.5, -1.0, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.7,4.45,-0.74,+/+,220.22,230.02,241.66,242.51,224.1,243.54,243.82,247.1,242.55,238.91,246.08,237.76,236.99,240.64,236.18,235.3,238.33,234.38,233.73,236.38,231.83,3.71,"[5.0, 5.5, -1.0, 5.0]",5.0,5.5,-1.0,5.0,False,False,False,False,False,True,False,False,230.02,True,True
AU,AngloGold Ashanti PLC Ordinary Shares,20221646408.0,5932106,0,False,2025-02-19,Before market open,29.31,True,2.0,"[15.0, 5.0, 1.5, -5.0]","[0.185, 0.19, 0.215, 0.41]",0.5,-8.95,10.95,+/-,32.19,29.31,31.05,31.11,29.27,31.56,32.02,33.06,31.56,31.64,31.96,31.14,31.87,32.11,31.18,30.8,31.57,30.42,31.04,31.05,30.05,2.0,"[15.0, 5.0, 1.5, -5.0]",15.0,5.0,1.5,-5.0,True,False,True,False,True,False,False,False,29.31,False,False
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),118435382666.0,2071154,4,False,2025-02-26,Before market open,59.19,True,1.08,"[5.0, 2.5, -2.0, -1.5]","[0.29, 0.2, 0.2, 0.31]",0.56,8.07,-6.99,+/+,54.77,59.19,58.72,59.8,58.72,59.18,59.51,60.33,58.88,59.84,60.27,59.48,60.74,61.38,60.38,61.08,61.74,61.0,62.23,62.43,61.84,1.08,"[5.0, 2.5, -2.0, -1.5]",5.0,2.5,-2.0,-1.5,False,False,False,False,False,True,False,True,59.19,True,True
NLY,Annaly Capital Management Inc. Common Stock,11793185994.0,7162424,4,False,2025-01-29,After market close,20.01,True,2.4,"[5.0, -2.5, 1.0, 3.5]","[0.38, 0.2, 0.19, 0.23]",0.5,0.55,1.85,+/+,19.9,19.87,19.76,20.03,19.68,20.01,20.47,20.48,20.0,20.41,20.69,20.26,20.21,20.4,19.86,20.5,20.5,20.07,20.54,20.64,20.46,2.4,"[5.0, -2.5, 1.0, 3.5]",5.0,-2.5,1.0,3.5,False,False,False,True,False,False,False,False,20.01,True,True
AM,Antero Midstream Corporation Common Stock,8716993610.0,2910808,4,False,2025-02-12,After market close,16.35,True,2.27,"[5.0, 3.5, -0.05, 0.05]","[0.32, 0.19, 0.2, 0.29]",0.5,1.49,0.78,+/+,16.11,15.9,15.85,16.16,15.79,16.35,16.82,16.91,16.03,16.67,16.99,16.61,16.79,16.97,16.76,16.76,16.93,16.68,16.56,16.74,16.37,2.27,"[5.0, 3.5, -0.05, 0.05]",5.0,3.5,-0.05,0.05,False,False,False,False,False,True,False,False,16.35,True,True
AR,Antero Resources Corporation Common Stock,12234763800.0,4990581,4,False,2025-02-12,After market close,38.76,True,-1.73,"[-5.0, 4.5, 1.5, -5.0]","[0.29, 0.2, 0.21, 0.3]",0.45,-3.15,1.42,-/-,40.02,39.75,39.38,40.36,39.07,38.76,40.15,40.53,38.61,39.84,40.5,39.41,39.74,40.34,38.77,40.35,41.18,40.13,39.51,40.21,39.07,-1.73,"[-5.0, 4.5, 1.5, -5.0]",-5.0,4.5,1.5,-5.0,False,False,True,False,True,False,False,False,38.76,True,False
AON,Aon plc Class A Ordinary Shares (Ireland),76349876100.0,1288112,4,False,2025-01-31,Before market open,371.05,True,5.55,"[10.0, 3.5, -1.0, 7.0]","[0.26, 0.18, 0.2, 0.36]",0.52,-0.3,5.85,+/-,372.15,371.05,370.82,378.52,369.29,370.08,374.88,375.92,365.44,377.46,378.76,375.6,382.39,383.25,377.87,384.72,385.56,383.29,386.51,387.48,383.37,5.55,"[10.0, 3.5, -1.0, 7.0]",10.0,3.5,-1.0,7.0,True,False,True,False,False,False,True,False,371.05,False,False
APO,Apollo Global Management Inc. (New) Common Stock,81980847867.0,6407616,4,False,2025-02-04,Before market open,164.02,True,7.33,"[10.5, 4.5, 0.5, 10.5]","[0.275, 0.17, 0.215, 0.34]",0.9,-1.85,9.18,+/-,167.12,164.02,162.59,169.33,161.06,161.17,165.75,166.17,160.38,164.88,168.25,163.21,163.45,167.15,163.11,162.17,164.76,160.79,158.08,160.54,156.88,7.33,"[10.5, 4.5, 0.5, 10.5]",10.5,4.5,0.5,10.5,True,False,True,False,True,False,True,False,164.02,False,False
AAPL,Apple Inc. Common Stock,3148322762540.0,63775814,4,False,2025-01-30,After market close,247.19,True,3.38,"[5.0, 3.5, -1.0, 5.0]","[0.26, 0.2, 0.22, 0.32]",0.775,3.27,0.11,+/+,239.36,238.67,237.59,240.79,237.21,247.19,236.0,247.19,233.44,228.01,231.83,225.7,232.8,233.13,226.65,232.47,232.67,228.27,233.22,233.8,230.43,3.38,"[5.0, 3.5, -1.0, 5.0]",5.0,3.5,-1.0,5.0,False,False,False,False,False,True,False,False,247.19,True,True
APLD,Applied Digital Corporation Common Stock,1193251056.0,38860588,4,False,2025-01-14,After market close,8.42,True,4.96,"[10.0, 8.0, 0.15, 5.0]","[0.105, 0.215, 0.26, 0.43]",0.75,8.44,-3.48,+/+,7.76,9.53,8.54,9.72,8.25,8.42,8.37,8.69,8.11,8.98,9.73,8.26,8.9,9.27,8.58,9.41,9.53,8.45,9.64,9.87,9.15,4.96,"[10.0, 8.0, 0.15, 5.0]",10.0,8.0,0.15,5.0,False,False,False,False,False,False,False,False,8.42,True,True
AMAT,Applied Materials Inc. Common Stock,136481938224.0,11724095,4,False,2025-02-13,After market close,174.84,True,7.82,"[7.5, 5.5, -1.5, 15.0]","[0.2, 0.19, 0.235, 0.375]",0.7,-3.34,11.16,+/-,180.89,180.31,184.27,184.52,179.62,174.84,169.2,176.0,168.61,172.0,173.76,169.1,174.06,174.9,171.13,176.01,178.37,174.5,171.98,176.25,170.6,7.82,"[7.5, 5.5, -1.5, 15.0]",7.5,5.5,-1.5,15.0,True,False,True,False,False,False,True,False,174.84,False,False
AAOI,Applied Optoelectronics Inc. Common Stock,1013129017.0,7280002,3,False,2024-11-07,After market close,19.5,True,5.74,"[5.0, 5.0, 0.5, 10.0]","[0.215, 0.19, 0.235, 0.36]",0.85,20.3,-14.56,+/+,16.21,16.83,17.9,18.34,16.3,19.5,27.76,27.81,18.63,28.29,28.7,25.76,28.54,28.94,27.2,27.26,28.9,27.11,28.15,29.17,27.1,5.74,"[5.0, 5.0, 0.5, 10.0]",5.0,5.0,0.5,10.0,False,False,False,False,False,False,False,False,19.5,True,True
APP,Applovin Corporation Class A Common Stock,117724788594.0,7826646,4,False,2025-02-12,After market close,499.34,True,3.81,"[10.0, 10.5, 1.0, 0.15]","[0.13, 0.21, 0.245, 0.425]",0.75,33.07,-29.26,+/+,375.25,375.93,380.32,390.21,372.0,499.34,471.67,525.15,449.0,510.13,516.99,462.8,496.0,519.79,487.99,494.17,507.0,481.12,450.01,494.54,427.13,3.81,"[10.0, 10.5, 1.0, 0.15]",10.0,10.5,1.0,0.15,False,False,False,False,False,False,False,False,499.34,True,True
ATR,AptarGroup Inc. Common Stock,10270649197.0,352482,5,False,2025-05-01,After market close,152.99,True,3.98,"[10.0, 5.0, -1.5, 2.5]","[0.26, 0.18, 0.23, 0.33]",0.65,2.03,1.95,+/+,149.95,148.45,148.28,150.53,146.96,152.99,152.0,153.0,147.79,151.48,153.22,150.88,150.92,152.04,149.42,151.39,153.15,150.62,153.36,154.57,151.24,3.98,"[10.0, 5.0, -1.5, 2.5]",10.0,5.0,-1.5,2.5,False,False,False,False,False,True,False,False,152.99,True,True
APTV,Aptiv PLC Ordinary Shares,14572701629.0,4057926,0,False,2025-02-06,Before market open,65.0,True,8.51,"[12.0, 5.0, -2.0, 15.0]","[0.26, 0.18, 0.23, 0.33]",0.65,6.09,2.42,+/+,61.27,65.0,63.48,65.76,63.02,65.0,64.1,65.79,63.1,63.98,65.23,63.34,64.66,65.11,63.66,65.45,65.95,63.91,66.41,66.87,65.8,8.51,"[12.0, 5.0, -2.0, 15.0]",12.0,5.0,-2.0,15.0,False,False,False,False,False,True,False,False,65.0,True,True
ACGL,Arch Capital Group Ltd. Common Stock,35463020701.0,1129280,4,False,2025-02-10,After market close,89.5,True,4.45,"[5.5, 4.5, 2.0, 5.0]","[0.29, 0.2, 0.2, 0.31]",0.9,-4.28,8.73,+/-,93.5,93.59,91.46,93.69,91.24,89.5,89.6,90.44,87.42,88.26,89.76,87.94,90.16,90.32,88.19,88.2,90.21,88.02,88.33,88.9,87.76,4.45,"[5.5, 4.5, 2.0, 5.0]",5.5,4.5,2.0,5.0,True,False,True,False,True,False,True,False,89.5,False,False
ACHR,Archer Aviation Inc. Class A Common Stock,4925629997.0,32158950,4,False,2025-02-27,After market close,6.74,True,10.03,"[10.0, 10.5, 1.5, 15.0]","[0.13, 0.21, 0.25, 0.41]",0.9,-17.97,28.0,+/-,8.21,8.6,7.92,8.64,7.87,6.74,8.88,8.96,6.64,7.88,9.4,7.69,7.98,8.45,7.4,8.13,8.35,7.8,7.56,7.97,7.42,10.03,"[10.0, 10.5, 1.5, 15.0]",10.0,10.5,1.5,15.0,True,False,True,False,True,False,True,False,6.74,False,False
ADM,Archer-Daniels-Midland Company Common Stock,23974455749.0,4470109,4,False,2025-02-04,Before market open,48.5,True,-2.25,"[-5.0, -5.0, 1.5, -0.05]","[0.32, 0.18, 0.18, 0.32]",0.45,-3.04,0.79,-/-,50.02,48.5,47.49,48.7,47.46,47.49,46.45,47.51,45.14,45.55,47.13,45.01,45.76,46.3,45.36,46.09,46.18,45.36,46.44,46.56,45.6,-2.25,"[-5.0, -5.0, 1.5, -0.05]",-5.0,-5.0,1.5,-0.05,False,False,False,False,True,False,False,False,48.5,True,False
ARCC,Ares Capital Corporation Common Stock,14889160774.0,6704948,4,False,2025-02-05,Before market open,23.49,True,3.54,"[5.0, 2.0, 1.0, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.85,-1.34,4.88,+/-,23.81,23.49,23.1,23.58,22.46,23.08,22.73,23.1,22.64,22.74,22.88,22.6,22.87,22.9,22.59,22.71,22.89,22.66,22.91,22.98,22.56,3.54,"[5.0, 2.0, 1.0, 5.0]",5.0,2.0,1.0,5.0,True,False,True,False,True,False,True,False,23.49,False,False
ARES,Ares Management Corporation Class A Common Stock,54430235707.0,1892456,4,False,2025-02-05,Before market open,181.16,True,4.72,"[10.0, 3.5, 0.0, 5.0]","[0.215, 0.185, 0.215, 0.385]",0.75,-7.27,11.99,+/-,195.36,181.16,189.65,192.4,181.16,188.07,191.67,191.82,186.3,190.34,194.27,189.5,189.98,191.4,187.33,186.37,188.24,183.48,182.81,185.22,182.6,4.72,"[10.0, 3.5, 0.0, 5.0]",10.0,3.5,0.0,5.0,True,False,True,False,False,False,True,False,181.16,False,False
ANET,Arista Networks Inc. Common Stock,115946666510.0,9793636,0,False,2025-02-18,After market close,104.5,True,3.95,"[10.0, 5.0, 2.5, 2.5]","[0.13, 0.19, 0.24, 0.44]",0.85,-2.22,6.17,+/-,106.87,109.1,111.06,112.12,108.25,104.5,103.92,105.87,101.62,103.4,104.91,99.82,98.3,104.6,98.17,92.69,98.11,91.65,92.88,93.6,89.35,3.95,"[10.0, 5.0, 2.5, 2.5]",10.0,5.0,2.5,2.5,True,False,True,False,True,False,True,False,104.5,False,False
ARM,Arm Holdings plc American Depositary Shares,129843649331.0,7552649,4,False,2025-02-05,After market close,162.0,True,9.56,"[12.5, 5.0, 2.5, 15.0]","[0.185, 0.21, 0.23, 0.375]",0.85,-0.12,9.68,+/-,162.2,162.94,173.26,173.95,162.5,162.0,167.47,170.45,158.7,162.51,170.74,160.87,160.84,163.4,158.58,157.74,163.11,157.29,155.41,157.9,154.01,9.56,"[12.5, 5.0, 2.5, 15.0]",12.5,5.0,2.5,15.0,True,False,True,False,True,False,True,False,162.0,False,False
