symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
MO,Altria Group Inc.,93299454659.0,8816979,4,False,2025-01-30,Before market open,51.02,True,2.42,0.67,-2.126851500189893,5.53,+/-,52.66,51.02,51.54,51.65,50.08,51.3,52.23,52.46,51.3,52.85,52.94,51.85,52.62,53.0,52.01,52.58,52.92,52.41,52.64,53.5,52.37,"[5.0, 5.0, 1.5, -1.0]",2.42,"[5.0, 5.0, 1.5, -1.0]",5.0,5.0,1.5,-1.0,True,False,True,False,True,False,False,False,51.54,False,False
AMZN,Amazon.com Inc. Common Stock,2295256223056.0,55159789,4,False,2025-02-06,After market close,232.5,True,8.45,0.68,-2.972435110301894,10.0,+/-,236.17,238.01,238.83,239.66,236.01,232.5,229.15,234.81,228.06,233.14,233.92,229.2,232.76,233.44,230.13,228.93,231.18,228.16,230.37,230.42,227.52,"[10.0, 4.5, -1.0, 15.0]",8.45,"[10.0, 4.5, -1.0, 15.0]",10.0,4.5,-1.0,15.0,True,False,True,False,False,False,True,False,229.15,False,False
AMCR,Amcor plc Ordinary Shares,14814767923.0,21710048,4,False,2025-02-04,Before market open,9.91,True,0.39,0.55,5.1255230125523035,-3.28,+/+,9.56,9.91,10.05,10.06,9.79,10.12,10.22,10.37,10.11,10.03,10.22,10.0,10.02,10.05,9.89,10.04,10.09,9.96,10.03,10.04,9.94,"[5.0, -5.0, 0.05, -1.5]",0.39,"[5.0, -5.0, 0.05, -1.5]",5.0,-5.0,0.05,-1.5,False,False,False,True,False,False,False,True,10.05,True,True
DOX,Amdocs Limited Ordinary Shares,9934369632.0,726673,4,False,2025-02-04,After market close,91.77,True,0.13,0.74,0.8582217645039478,-4.88,+/+,87.39,87.09,86.86,88.23,85.5,91.77,88.14,91.77,85.18,85.96,88.29,85.57,85.97,86.48,85.52,85.8,86.6,85.36,86.32,86.91,85.18,"[7.5, 5.0, 1.0, -10.9]",0.13,"[7.5, 5.0, 1.0, -10.9]",7.5,5.0,1.0,-10.9,False,False,False,False,False,False,False,True,88.14,True,True
AS,Amer Sports Inc. Ordinary Shares,14450138760.0,4577998,3,False,2024-11-19,Before market open,20.1,True,9.03,0.9,5.783009211873094,6.16,+/+,19.54,20.1,20.67,20.9,18.56,21.28,20.96,21.69,20.42,23.69,23.99,21.14,24.3,24.6,23.52,25.51,25.94,24.66,25.6,25.67,25.0,"[10.0, 5.0, 0.1, 20.0]",9.03,"[10.0, 5.0, 0.1, 20.0]",10.0,5.0,0.1,20.0,False,False,False,False,False,False,False,False,20.67,True,True
AEE,Ameren Corporation Common Stock,26596562072.0,4117866,4,False,2025-02-13,After market close,98.84,True,3.83,0.75,0.8328192473781493,2.21,+/+,97.26,97.52,98.27,98.69,97.39,98.84,98.07,100.62,97.4,98.34,98.51,97.52,97.9,98.66,97.25,97.21,97.82,96.59,98.54,98.73,96.68,"[5.0, 5.0, -1.5, 5.6]",3.83,"[5.0, 5.0, -1.5, 5.6]",5.0,5.0,-1.5,5.6,False,False,False,False,False,True,False,False,98.07,True,True
AAL,American Airlines Group Inc. Common Stock,10014876114.0,55654595,4,False,2025-01-23,Before market open,17.3,True,2.65,0.75,-8.735262593783489,9.94,+/-,18.66,17.3,17.03,17.54,16.73,16.85,16.96,17.34,16.55,17.2,17.54,16.7,17.15,17.47,16.95,17.33,17.34,16.94,16.9,17.23,16.8,"[5.0, 4.5, 0.5, 0.5]",2.65,"[5.0, 4.5, 0.5, 0.5]",5.0,4.5,0.5,0.5,True,False,True,False,True,False,True,False,17.03,False,False
AEP,American Electric Power Company Inc. Common Stock,56131169621.0,4001955,4,False,2025-02-13,Before market open,101.37,True,0.76,0.5,-1.3287738153395208,1.72,+/-,102.35,101.37,100.99,102.57,100.32,101.21,101.83,102.92,100.84,102.2,103.24,101.0,103.09,103.16,101.72,104.35,104.65,102.2,105.33,105.73,104.06,"[-3.5, 4.5, 3.0, 5.0]",0.76,"[-3.5, 4.5, 3.0, 5.0]",-3.5,4.5,3.0,5.0,False,False,True,False,True,False,True,False,100.99,False,False
AXP,American Express Company Common Stock,207527985589.0,3278210,4,False,2025-01-24,Before market open,324.4,True,3.92,0.65,-1.3901248964311013,4.38,+/-,325.87,324.4,321.34,324.47,313.73,318.13,316.42,318.83,311.84,317.04,317.87,310.72,315.25,319.48,314.14,318.95,321.89,316.0,317.45,321.64,315.51,"[4.5, 3.5, -3.0, 5.0]",3.92,"[4.5, 3.5, -3.0, 5.0]",4.5,3.5,-3.0,5.0,True,False,True,False,False,False,True,False,321.34,False,False
AFG,American Financial Group Inc. Common Stock,10056643214.0,728563,4,False,2025-02-04,After market close,132.0,True,-0.07,0.45,-6.700804681784918,3.37,-/-,136.7,136.63,136.02,138.11,135.74,132.0,127.54,133.0,126.75,128.65,129.05,125.42,126.57,127.93,125.19,126.54,127.11,125.65,127.13,127.78,125.49,"[-5.0, 8.5, 0.05, -2.0]",-0.07,"[-5.0, 8.5, 0.05, -2.0]",-5.0,8.5,0.05,-2.0,False,False,True,False,True,False,False,False,127.54,True,False
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,12984486065.0,4163932,4,False,2025-02-20,After market close,35.5,True,3.02,0.85,-0.48145001416029937,2.49,+/-,35.31,35.33,35.71,35.74,35.25,35.5,35.14,35.67,34.31,,,,,,,,,,,,,"[5.0, 5.0, 0.75, 2.5]",3.02,"[5.0, 5.0, 0.75, 2.5]",5.0,5.0,0.75,2.5,False,False,False,False,False,False,False,False,35.14,False,False
AIG,American International Group Inc. New Common Stock,45478971691.0,5936218,4,False,2025-02-11,After market close,75.24,True,4.92,0.78,2.3571713943268024,4.73,+/+,75.09,75.21,75.93,76.61,75.05,75.24,76.86,76.97,73.62,76.4,77.25,75.03,74.34,76.31,73.95,75.46,75.63,73.84,75.28,75.81,73.81,"[8.5, 3.0, 0.5, 5.0]",4.92,"[8.5, 3.0, 0.5, 5.0]",8.5,3.0,0.5,5.0,False,False,False,False,False,False,False,False,76.86,True,True
AMT,American Tower Corporation (REIT) Common Stock,89509284378.0,3304312,3,False,2024-10-29,Before market open,213.27,True,3.26,0.758,-4.185962044856079,6.44,+/-,220.26,213.27,211.04,218.06,209.69,211.71,211.6,215.19,210.56,211.66,214.39,207.85,209.4,216.99,209.06,210.24,212.55,207.81,211.97,212.06,207.66,"[8.5, 5.0, -3.007, 0.5]",3.26,"[8.5, 5.0, -3.007, 0.5]",8.5,5.0,-3.007,0.5,True,False,True,False,False,False,True,False,211.04,False,False
AWK,American Water Works Company Inc. Common Stock,25865609489.0,2116796,4,False,2025-02-19,After market close,130.0,True,5.1,0.85,1.179523472517092,2.87,+/+,127.17,126.72,127.86,128.2,126.46,130.0,128.67,131.81,126.61,132.68,133.82,128.17,,,,,,,,,,"[5.0, 3.5, 1.5, 10.0]",5.1,"[5.0, 3.5, 1.5, 10.0]",5.0,3.5,1.5,10.0,False,False,False,False,False,False,False,False,128.67,True,True
AMP,Ameriprise Financial Inc. Common Stock,51464286972.0,690237,4,False,2025-01-29,After market close,579.81,True,2.56,0.67,-4.19801146825187,0.88,+/-,570.27,567.88,573.55,576.3,564.6,579.81,546.33,580.45,531.37,541.87,545.64,536.24,535.64,537.01,522.51,533.93,537.02,529.54,536.81,537.59,530.55,"[5.0, 8.5, -2.0, 0.75]",2.56,"[5.0, 8.5, -2.0, 0.75]",5.0,8.5,-2.0,0.75,False,False,False,False,False,True,False,False,546.33,False,False
AMGN,Amgen Inc. Common Stock,162778469778.0,3260992,4,False,2025-02-04,After market close,290.69,True,-0.51,0.48,6.556582545781839,-1.14,-/+,288.87,285.58,289.02,290.48,284.52,290.69,307.81,308.22,289.52,297.78,309.49,297.12,293.54,299.61,292.58,294.79,296.88,290.67,296.66,297.95,288.36,"[5.25, -3.0, -3.0, -5.0]",-0.51,"[5.25, -3.0, -3.0, -5.0]",5.25,-3.0,-3.0,-5.0,False,False,False,True,False,True,False,True,307.81,False,True
APH,Amphenol Corporation Common Stock,81844861211.0,8015000,4,False,2025-01-22,Before market open,75.65,True,2.37,0.65,7.040704070407047,-1.66,+/+,72.72,75.65,77.84,78.25,73.22,77.99,78.55,78.82,76.66,77.19,79.39,76.92,67.49,72.75,65.68,68.58,68.93,66.37,69.38,70.09,68.8,"[8.0, 3.0, -2.5, 1.0]",2.37,"[8.0, 3.0, -2.5, 1.0]",8.0,3.0,-2.5,1.0,False,False,False,False,False,True,False,False,77.84,True,True
ADI,Analog Devices Inc. Common Stock,118493741554.0,6176422,4,False,2025-02-19,Before market open,230.02,True,4.2,0.75,9.735718826627917,-0.25,+/+,220.22,230.02,241.66,242.51,224.1,243.54,243.82,247.1,242.55,238.91,246.08,237.76,,,,,,,,,,"[5.0, 5.0, 1.0, 5.0]",4.2,"[5.0, 5.0, 1.0, 5.0]",5.0,5.0,1.0,5.0,False,False,False,False,False,False,False,False,241.66,True,True
AU,AngloGold Ashanti PLC Ordinary Shares,13280252644.0,2709867,0,False,2025-02-19,Before market open,29.31,True,5.88,0.74,-3.5414725069897393,14.82,+/-,32.19,29.31,31.05,31.11,29.27,31.56,32.02,33.06,31.56,31.64,31.96,31.14,,,,,,,,,,"[14.0, 5.0, -0.5, 5.0]",5.88,"[14.0, 5.0, -0.5, 5.0]",14.0,5.0,-0.5,5.0,True,False,True,False,False,False,True,False,31.05,False,False
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),93826024175.0,1740872,3,False,2024-10-31,Before market open,60.23,True,1.92,0.6,-5.627086313781591,6.18,+/-,62.91,60.23,59.37,60.33,59.11,60.17,59.3,60.22,59.3,58.55,59.42,58.39,58.83,59.08,58.71,57.27,57.28,56.43,57.82,58.33,57.72,"[5.0, 5.0, 1.5, 1.28]",1.92,"[5.0, 5.0, 1.5, 1.28]",5.0,5.0,1.5,1.28,True,False,True,False,True,False,True,False,59.37,False,False
NLY,Annaly Capital Management Inc. Common Stock,12509881464.0,14278290,4,False,2025-01-29,After market close,20.01,True,3.96,0.65,2.864321608040203,3.41,+/+,19.9,19.87,19.76,20.03,19.68,20.01,20.47,20.48,20.0,20.41,20.69,20.26,20.21,20.4,19.86,20.5,20.5,20.07,20.54,20.64,20.46,"[5.5, 5.5, -1.5, 5.0]",3.96,"[5.5, 5.5, -1.5, 5.0]",5.5,5.5,-1.5,5.0,False,False,False,False,False,True,False,False,20.47,True,True
AR,Antero Resources Corporation Common Stock,11871517000.0,5944016,4,False,2025-02-12,After market close,38.76,True,1.51,0.55,0.32483758120938394,4.66,+/+,40.02,39.75,39.38,40.36,39.07,38.76,40.15,40.53,38.61,39.84,40.5,39.41,39.74,40.34,38.77,40.35,41.18,40.13,39.51,40.21,39.07,"[10.0, 5.0, 3.0, -5.0]",1.51,"[10.0, 5.0, 3.0, -5.0]",10.0,5.0,3.0,-5.0,True,False,True,False,True,False,False,False,40.15,True,True
AON,Aon plc Class A Ordinary Shares (Ireland),84145390853.0,1751244,4,False,2025-01-31,Before market open,371.05,True,4.13,0.7,-0.3573827757624571,4.43,+/-,372.15,371.05,370.82,378.52,369.29,370.08,374.88,375.92,365.44,377.46,378.76,375.6,382.39,383.25,377.87,384.72,385.56,383.29,386.51,387.48,383.37,"[15.0, 5.5, -1.0, 5.0]",4.13,"[15.0, 5.5, -1.0, 5.0]",15.0,5.5,-1.0,5.0,True,False,True,False,False,False,True,False,370.82,False,False
APO,Apollo Global Management Inc. (New) Common Stock,85183667451.0,3731483,4,False,2025-02-04,Before market open,164.02,True,5.03,0.65,-2.710627094303495,6.88,+/-,167.12,164.02,162.59,169.33,161.06,161.17,165.75,166.17,160.38,164.88,168.25,163.21,163.45,167.15,163.11,162.17,164.76,160.79,158.08,160.54,156.88,"[8.5, 5.0, -1.0, 5.0]",5.03,"[8.5, 5.0, -1.0, 5.0]",8.5,5.0,-1.0,5.0,True,False,True,False,False,False,True,False,162.59,False,False
AAPL,Apple Inc. Common Stock,3688670025150.0,53118988,4,False,2025-01-30,After market close,246.92,True,1.62,0.5,-1.4052697616060164,-1.65,+/-,239.1,238.41,237.33,240.53,236.95,246.92,235.74,246.92,233.18,227.76,231.58,225.45,232.54,232.87,226.4,232.21,232.41,228.02,232.96,233.54,230.18,"[8.5, 5.0, -5.0, -2.0]",1.62,"[8.5, 5.0, -5.0, -2.0]",8.5,5.0,-5.0,-2.0,False,False,False,False,False,True,False,True,235.74,False,False
APLD,Applied Digital Corporation Common Stock,2373921966.0,64699244,4,False,2025-01-14,After market close,8.42,True,6.38,0.65,7.860824742268034,-2.06,+/+,7.76,9.53,8.54,9.72,8.25,8.42,8.37,8.69,8.11,8.98,9.73,8.26,8.9,9.27,8.58,9.41,9.53,8.45,9.64,9.87,9.15,"[5.0, 12.0, -0.1, 10.0]",6.38,"[5.0, 12.0, -0.1, 10.0]",5.0,12.0,-0.1,10.0,False,False,False,False,False,True,False,False,8.37,True,True
AMAT,Applied Materials Inc. Common Stock,139509818798.0,7364181,4,False,2025-02-13,After market close,174.84,True,7.8,0.75,-6.462491016639945,11.14,+/-,180.89,180.31,184.27,184.52,179.62,174.84,169.2,176.0,168.61,172.0,173.76,169.1,174.06,174.9,171.13,176.01,178.37,174.5,171.98,176.25,170.6,"[15.0, 7.5, 1.0, 5.0]",7.8,"[15.0, 7.5, 1.0, 5.0]",15.0,7.5,1.0,5.0,True,False,True,False,True,False,True,False,169.2,False,False
AAOI,Applied Optoelectronics Inc. Common Stock,1218914609.0,7231806,3,False,2024-11-07,After market close,19.5,True,-2.21,0.45,71.25231338679828,-22.51,-/+,16.21,16.83,17.9,18.34,16.3,19.5,27.76,27.81,18.63,28.29,28.7,25.76,28.54,28.94,27.2,27.26,28.9,27.11,28.15,29.17,27.1,"[-10.0, 5.2, 1.5, -2.5]",-2.21,"[-10.0, 5.2, 1.5, -2.5]",-10.0,5.2,1.5,-2.5,False,True,False,False,False,False,False,True,27.76,False,True
APP,Applovin Corporation Class A Common Stock,139374632119.0,7649158,4,False,2025-02-12,After market close,499.34,True,13.3,0.7,25.694870086608933,-19.77,+/+,375.25,375.93,380.32,390.21,372.0,499.34,471.67,525.15,449.0,510.13,516.99,462.8,496.0,519.79,487.99,494.17,507.0,481.12,450.01,494.54,427.13,"[15.0, 7.5, -1.0, 34.0]",13.3,"[15.0, 7.5, -1.0, 34.0]",15.0,7.5,-1.0,34.0,False,False,False,False,False,True,False,False,471.67,True,True
ATR,AptarGroup Inc. Common Stock,9730921178.0,451851,4,False,2025-02-06,After market close,157.62,True,6.8,0.6,-9.56291056088933,7.24,+/-,158.32,159.84,156.45,159.84,155.37,157.62,143.18,157.9,142.04,143.28,144.6,140.9,142.29,143.07,140.26,141.7,143.49,139.93,142.77,143.78,141.46,"[5.3, 3.5, 1.0, 15.0]",6.8,"[5.3, 3.5, 1.0, 15.0]",5.3,3.5,1.0,15.0,True,False,True,False,True,False,True,False,143.18,False,False
APTV,Aptiv PLC Ordinary Shares,15299483818.0,3237283,0,False,2025-02-06,Before market open,65.0,True,6.12,0.75,3.606985474130885,0.03,+/+,61.27,65.0,63.48,65.76,63.02,65.0,64.1,65.79,63.1,63.98,65.23,63.34,64.66,65.11,63.66,65.45,65.95,63.91,66.41,66.87,65.8,"[5.0, 5.0, 1.5, 12.0]",6.12,"[5.0, 5.0, 1.5, 12.0]",5.0,5.0,1.5,12.0,False,False,False,False,False,False,False,False,63.48,True,True
ALTM,Arcadium Lithium plc Ordinary Shares,6260167234.0,46278100,3,False,2024-11-07,After market close,5.37,True,7.38,0.8,-1.4705882352941189,8.66,+/-,5.44,5.43,5.38,5.45,5.37,5.37,5.36,5.42,5.33,5.37,5.39,5.33,5.3,5.36,5.3,5.25,5.32,5.21,5.22,5.28,5.2,"[12.0, 7.0, 1.5, 7.0]",7.38,"[12.0, 7.0, 1.5, 7.0]",12.0,7.0,1.5,7.0,True,False,True,False,True,False,True,False,5.36,False,False
ACGL,Arch Capital Group Ltd. Common Stock,33158196796.0,1724179,4,False,2025-02-10,After market close,89.5,True,0.14,0.4,-4.171122994652412,4.42,+/-,93.5,93.59,91.46,93.69,91.24,89.5,89.6,90.44,87.42,88.26,89.76,87.94,90.16,90.32,88.19,88.2,90.21,88.02,88.33,88.9,87.76,"[5.0, -3.5, -1.0, -2.0]",0.14,"[5.0, -3.5, -1.0, -2.0]",5.0,-3.5,-1.0,-2.0,True,False,False,False,False,False,False,False,89.6,False,False
ACHR,Archer Aviation Inc. Class A Common Stock,3882739504.0,40814934,3,False,2024-11-07,After market close,3.59,True,3.12,0.65,21.183800623052964,-8.72,+/+,3.21,3.4,3.5,3.65,3.35,3.59,3.89,4.1,3.49,4.51,4.59,4.06,4.66,4.86,4.34,4.28,4.78,4.15,4.29,4.54,4.28,"[5.0, 8.5, 0.5, 0.15]",3.12,"[5.0, 8.5, 0.5, 0.15]",5.0,8.5,0.5,0.15,False,False,False,False,False,False,False,False,3.89,True,True
ADM,Archer-Daniels-Midland Company Common Stock,23060530329.0,5484899,4,False,2025-02-04,Before market open,48.5,True,1.57,0.6,-5.057976809276291,4.61,+/-,50.02,48.5,47.49,48.7,47.46,47.49,46.45,47.51,45.14,45.55,47.13,45.01,45.76,46.3,45.36,46.09,46.18,45.36,46.44,46.56,45.6,"[3.0, 5.0, -0.5, -1.5]",1.57,"[3.0, 5.0, -0.5, -1.5]",3.0,5.0,-0.5,-1.5,True,False,True,False,False,False,False,False,47.49,False,False
ARCC,Ares Capital Corporation Common Stock,15632091858.0,3959647,4,False,2025-02-05,Before market open,23.49,True,3.62,0.7,-2.981940361192765,4.97,+/-,23.81,23.49,23.1,23.58,22.46,23.08,22.73,23.1,22.64,22.74,22.88,22.6,22.87,22.9,22.59,22.71,22.89,22.66,22.91,22.98,22.56,"[7.5, 3.5, -1.0, 5.0]",3.62,"[7.5, 3.5, -1.0, 5.0]",7.5,3.5,-1.0,5.0,True,False,True,False,False,False,True,False,23.1,False,False
ARES,Ares Management Corporation Class A Common Stock,54499952988.0,1125436,4,False,2025-02-05,Before market open,181.16,True,3.6,0.7,-2.9228091728091767,10.87,+/-,195.36,181.16,189.65,192.4,181.16,188.07,191.67,191.82,186.3,190.34,194.27,189.5,189.98,191.4,187.33,186.37,188.24,183.48,182.81,185.22,182.6,"[5.0, 5.0, -2.0, 5.0]",3.6,"[5.0, 5.0, -2.0, 5.0]",5.0,5.0,-2.0,5.0,True,False,True,False,False,False,True,False,189.65,False,False
ANET,Arista Networks Inc. Common Stock,123968351187.0,13987699,0,False,2025-02-18,After market close,104.5,True,5.15,0.7,-2.760363057920841,7.37,+/-,106.87,109.1,111.06,112.12,108.25,104.5,103.92,105.87,101.62,103.4,104.91,99.82,98.3,104.6,98.17,,,,,,,"[10.0, 3.5, -1.5, 5.0]",5.15,"[10.0, 3.5, -1.5, 5.0]",10.0,3.5,-1.5,5.0,True,False,True,False,False,False,True,False,103.92,False,False
ARM,Arm Holdings plc American Depositary Shares,150681469185.0,4910396,4,False,2025-02-05,After market close,162.0,True,5.95,0.75,3.2490752157829905,6.07,+/+,162.2,162.94,173.26,173.95,162.5,162.0,167.47,170.45,158.7,162.51,170.74,160.87,160.84,163.4,158.58,157.74,163.11,157.29,155.41,157.9,154.01,"[15.0, 8.5, -1.0, 0.0]",5.95,"[15.0, 8.5, -1.0, 0.0]",15.0,8.5,-1.0,0.0,True,False,True,False,False,False,False,False,167.47,True,True
AJG,Arthur J. Gallagher & Co. Common Stock,82920132000.0,952441,4,False,2025-01-30,After market close,298.2,True,5.35,0.75,2.624957497449837,3.95,+/+,294.1,297.07,299.03,299.44,294.6,298.2,301.82,307.74,296.83,309.0,309.53,299.37,312.21,313.0,308.52,316.3,316.34,311.62,319.99,320.72,315.66,"[10.0, 3.5, 2.5, 3.5]",5.35,"[10.0, 3.5, 2.5, 3.5]",10.0,3.5,2.5,3.5,False,False,False,False,False,False,False,False,301.82,True,True
ASND,Ascendis Pharma A/S American Depositary Shares,9250898503.0,444151,4,False,2025-02-12,After market close,138.75,True,3.73,0.66,19.228516442138734,-12.37,+/+,119.51,118.5,126.14,127.62,118.03,138.75,142.49,147.68,137.87,144.08,146.9,141.82,156.19,157.37,145.0,155.11,156.69,150.09,154.58,156.09,151.59,"[10.0, 5.5, 0.0, 0.12]",3.73,"[10.0, 5.5, 0.0, 0.12]",10.0,5.5,0.0,0.12,False,False,False,False,False,False,False,False,142.49,True,True
AZPN,Aspen Technology Inc. Common Stock,16707076204.0,537596,4,False,2025-02-04,After market close,264.35,True,7.03,0.65,0.39742619227858117,6.97,+/+,264.2,263.85,263.97,264.38,263.82,264.35,265.25,265.25,263.91,265.55,265.67,264.77,274.8,277.37,272.85,265.5,269.24,265.17,265.43,266.7,265.37,"[5.0, 3.5, 2.0, 15.0]",7.03,"[5.0, 3.5, 2.0, 15.0]",5.0,3.5,2.0,15.0,False,False,False,False,False,False,False,False,265.25,True,True
AIZ,Assurant Inc. Common Stock,10259013821.0,1094809,4,False,2025-02-11,After market close,211.0,True,3.76,0.75,-2.437302968992616,4.48,+/-,212.53,212.2,212.8,214.0,211.07,211.0,207.35,218.59,207.0,208.02,208.2,203.94,202.96,207.92,202.47,201.54,205.33,200.67,200.14,204.4,198.96,"[5.0, 4.5, 2.0, 5.0]",3.76,"[5.0, 4.5, 2.0, 5.0]",5.0,4.5,2.0,5.0,True,False,True,False,True,False,True,False,207.35,False,False
ALAB,Astera Labs Inc. Common Stock,13899795620.0,3959242,3,False,2025-02-10,After market close,97.11,True,7.31,0.77,-9.132194688518116,11.43,+/-,101.29,103.01,103.29,104.25,100.02,97.11,92.04,105.88,91.75,87.5,91.78,86.55,88.19,92.0,87.29,87.85,88.29,83.69,93.27,94.58,87.7,"[15.0, 10.0, -1.0, 3.5]",7.31,"[15.0, 10.0, -1.0, 3.5]",15.0,10.0,-1.0,3.5,True,False,True,False,False,False,True,False,92.04,False,False
AZN,AstraZeneca PLC American Depositary Shares,230168263531.0,3614834,4,False,2025-02-06,Before market open,74.19,True,-1.1,0.5,2.0016915703411358,-5.68,-/+,70.94,74.19,72.36,74.61,71.96,72.7,71.99,72.7,71.78,72.66,73.3,72.44,72.73,73.06,72.0,74.43,74.6,73.03,74.45,75.48,74.13,"[5.0, 5.0, 0.0, -15.0]",-1.1,"[5.0, 5.0, 0.0, -15.0]",5.0,5.0,0.0,-15.0,False,False,False,False,False,False,False,True,72.36,False,True
TEAM,Atlassian Corporation Class A Common Stock,46900145579.0,1717448,4,False,2025-01-30,After market close,320.51,True,6.38,0.67,13.065271072126189,-11.75,+/+,271.33,264.65,266.95,270.87,262.38,320.51,306.78,324.37,300.79,311.4,315.67,296.0,316.73,322.0,310.47,320.8,321.52,314.44,319.0,324.2,318.01,"[10.0, 5.0, -1.0, 10.5]",6.38,"[10.0, 5.0, -1.0, 10.5]",10.0,5.0,-1.0,10.5,False,False,False,False,False,True,False,False,306.78,True,True
ATO,Atmos Energy Corporation Common Stock,23793356730.0,1057685,4,False,2025-02-04,After market close,143.9,True,5.72,0.75,1.1576011157601092,5.38,+/+,143.4,142.17,142.4,143.15,141.57,143.9,145.06,146.43,142.94,143.12,145.13,142.36,142.5,143.83,142.01,142.28,143.17,140.85,145.07,145.14,141.52,"[5.0, 3.5, 0.5, 12.0]",5.72,"[5.0, 3.5, 0.5, 12.0]",5.0,3.5,0.5,12.0,False,False,False,False,False,False,False,False,145.06,True,True
AUR,Aurora Innovation Inc. Class A Common Stock,12922667654.0,12260965,4,False,2025-02-12,After market close,6.83,True,12.45,0.55,34.57142857142857,14.88,+/+,7.0,6.88,6.45,6.88,6.41,6.83,9.42,9.49,6.69,10.19,10.77,9.16,9.47,9.52,8.56,8.94,9.34,8.78,8.31,8.85,7.97,"[-5.0, 8.5, -1.0, 41.5]",12.45,"[-5.0, 8.5, -1.0, 41.5]",-5.0,8.5,-1.0,41.5,False,False,True,False,False,False,True,False,9.42,True,True
AN,AutoNation Inc. Common Stock,7083302437.0,502707,4,False,2025-02-11,Before market open,195.0,True,1.8,0.55,1.3029485049833989,0.57,+/+,192.64,195.0,195.15,198.5,185.36,192.02,191.61,193.97,189.91,191.99,195.03,191.96,192.68,194.4,191.71,193.36,194.0,191.56,189.91,192.63,188.88,"[5.0, 5.5, -1.0, -2.0]",1.8,"[5.0, 5.5, -1.0, -2.0]",5.0,5.5,-1.0,-2.0,False,False,False,False,False,True,False,True,195.15,True,True
AZO,AutoZone Inc. Common Stock,56538761397.0,87527,3,False,2024-12-10,Before market open,3278.21,True,-1.37,0.5,0.6964479649579765,0.01,-/+,3324.01,3278.21,3347.16,3416.71,3270.0,3339.95,3342.72,3394.19,3339.95,3340.48,3352.71,3300.0,3370.27,3378.96,3345.44,3350.13,3392.47,3335.97,3319.11,3352.16,3314.37,"[5.0, 5.0, -25.0, 3.5]",-1.37,"[5.0, 5.0, -25.0, 3.5]",5.0,5.0,-25.0,3.5,True,False,True,False,False,False,True,False,3347.16,False,True
ADSK,Autodesk Inc. Common Stock,61275000000.0,1670120,3,False,2024-11-26,After market close,293.2,True,3.51,0.7,-9.00153417452018,11.71,+/-,319.39,320.79,317.96,320.99,316.54,293.2,290.64,301.47,289.65,291.9,292.62,289.03,296.65,297.94,291.44,298.96,301.59,293.5,304.23,304.97,299.89,"[7.5, 3.5, -5.0, 5.0]",3.51,"[7.5, 3.5, -5.0, 5.0]",7.5,3.5,-5.0,5.0,True,False,True,False,False,False,True,False,290.64,False,False
ALV,Autoliv Inc. Common Stock,7671207578.0,860801,4,False,2025-01-31,Before market open,96.91,True,3.52,0.75,-4.5992893801816,7.88,+/-,101.32,96.91,96.66,99.47,95.62,92.95,93.91,96.19,91.7,94.26,94.95,93.47,94.45,94.57,93.17,93.98,95.9,93.09,93.41,94.31,92.26,"[5.0, 4.25, 2.5, 1.5]",3.52,"[5.0, 4.25, 2.5, 1.5]",5.0,4.25,2.5,1.5,True,False,True,False,True,False,True,False,96.66,False,False
ADP,Automatic Data Processing Inc. Common Stock,126439198709.0,1600344,4,False,2025-01-29,Before market open,304.14,True,1.77,0.601,0.7576011531628142,-0.18,+/+,298.31,304.14,300.57,311.67,300.42,303.52,303.26,307.84,301.04,303.01,305.1,301.18,307.32,307.94,302.71,304.67,305.63,303.0,308.15,308.2,303.92,"[5.0, 3.0, -1.0, 0.0]",1.77,"[5.0, 3.0, -1.0, 0.0]",5.0,3.0,-1.0,0.0,False,False,False,False,False,True,False,False,300.57,True,True
AVB,AvalonBay Communities Inc. Common Stock,31138575048.0,587194,4,False,2025-02-05,After market close,222.94,True,2.3,0.55,0.46659116647791676,1.3,+/+,220.75,221.92,224.28,225.58,220.91,222.94,221.78,222.94,217.45,220.16,223.71,219.41,219.26,219.93,216.32,218.92,219.14,217.06,217.8,219.11,214.94,"[5.0, 5.23, 0.0, -2.0]",2.3,"[5.0, 5.23, 0.0, -2.0]",5.0,5.23,0.0,-2.0,False,False,False,False,False,False,False,True,221.78,True,True
